year,age_group,sex,education_category,education_type,region,value
2020,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,70.9
2021,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,70.1
2022,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,78.0
2023,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,81.3
2024,60 - 64 years,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,84.4
2019,All ages,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,80.9
2020,All ages,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,75.4
2021,All ages,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,80.6
2022,All ages,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,78.7
2023,All ages,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,82.7
2024,All ages,Male,Upper Secondary & Post-secondary,detailed,Northern and Western,80.4
2019,20 - 24 years,Both sexes,All Levels,all,Southern,62.6
2020,20 - 24 years,Both sexes,All Levels,all,Southern,56.5
2021,20 - 24 years,Both sexes,All Levels,all,Southern,62.9
2022,20 - 24 years,Both sexes,All Levels,all,Southern,65.3
2023,20 - 24 years,Both sexes,All Levels,all,Southern,68.3
2024,20 - 24 years,Both sexes,All Levels,all,Southern,69.9
2019,25 - 29 years,Both sexes,All Levels,all,Southern,76.6
2020,25 - 29 years,Both sexes,All Levels,all,Southern,73.6
2021,25 - 29 years,Both sexes,All Levels,all,Southern,76.9
2022,25 - 29 years,Both sexes,All Levels,all,Southern,81.4
2023,25 - 29 years,Both sexes,All Levels,all,Southern,79.6
2024,25 - 29 years,Both sexes,All Levels,all,Southern,85.8
2019,30 - 34 years,Both sexes,All Levels,all,Southern,80.1
2020,30 - 34 years,Both sexes,All Levels,all,Southern,77.5
2021,30 - 34 years,Both sexes,All Levels,all,Southern,79.9
2022,30 - 34 years,Both sexes,All Levels,all,Southern,80.3
2023,30 - 34 years,Both sexes,All Levels,all,Southern,80.3
2024,30 - 34 years,Both sexes,All Levels,all,Southern,82.8
2019,35 - 39 years,Both sexes,All Levels,all,Southern,80.2
2020,35 - 39 years,Both sexes,All Levels,all,Southern,76.9
2021,35 - 39 years,Both sexes,All Levels,all,Southern,79.3
2022,35 - 39 years,Both sexes,All Levels,all,Southern,80.9
2023,35 - 39 years,Both sexes,All Levels,all,Southern,85.2
2024,35 - 39 years,Both sexes,All Levels,all,Southern,85.0
2019,40 - 44 years,Both sexes,All Levels,all,Southern,80.0
2020,40 - 44 years,Both sexes,All Levels,all,Southern,77.8
2021,40 - 44 years,Both sexes,All Levels,all,Southern,80.7
2022,40 - 44 years,Both sexes,All Levels,all,Southern,83.0
2023,40 - 44 years,Both sexes,All Levels,all,Southern,84.7
2024,40 - 44 years,Both sexes,All Levels,all,Southern,84.4
2019,45 - 49 years,Both sexes,All Levels,all,Southern,78.9
2020,45 - 49 years,Both sexes,All Levels,all,Southern,78.7
2021,45 - 49 years,Both sexes,All Levels,all,Southern,80.5
2022,45 - 49 years,Both sexes,All Levels,all,Southern,82.5
2023,45 - 49 years,Both sexes,All Levels,all,Southern,82.8
2024,45 - 49 years,Both sexes,All Levels,all,Southern,84.5
2019,50 - 54 years,Both sexes,All Levels,all,Southern,73.6
2020,50 - 54 years,Both sexes,All Levels,all,Southern,73.8
2021,50 - 54 years,Both sexes,All Levels,all,Southern,73.8
2022,50 - 54 years,Both sexes,All Levels,all,Southern,78.7
2023,50 - 54 years,Both sexes,All Levels,all,Southern,81.4
2024,50 - 54 years,Both sexes,All Levels,all,Southern,80.5
2019,55 - 59 years,Both sexes,All Levels,all,Southern,66.4
2020,55 - 59 years,Both sexes,All Levels,all,Southern,65.5
2021,55 - 59 years,Both sexes,All Levels,all,Southern,69.2
2022,55 - 59 years,Both sexes,All Levels,all,Southern,73.6
2023,55 - 59 years,Both sexes,All Levels,all,Southern,75.2
2024,55 - 59 years,Both sexes,All Levels,all,Southern,76.4
2019,60 - 64 years,Both sexes,All Levels,all,Southern,50.1
2020,60 - 64 years,Both sexes,All Levels,all,Southern,50.0
2021,60 - 64 years,Both sexes,All Levels,all,Southern,47.1
2022,60 - 64 years,Both sexes,All Levels,all,Southern,57.5
2023,60 - 64 years,Both sexes,All Levels,all,Southern,62.4
2024,60 - 64 years,Both sexes,All Levels,all,Southern,56.2
2019,All ages,Both sexes,All Levels,all,Southern,72.8
2020,All ages,Both sexes,All Levels,all,Southern,70.7
2021,All ages,Both sexes,All Levels,all,Southern,72.9
2022,All ages,Both sexes,All Levels,all,Southern,76.4
2023,All ages,Both sexes,All Levels,all,Southern,78.3
2024,All ages,Both sexes,All Levels,all,Southern,78.8
2019,20 - 24 years,Both sexes,Primary & Lower Secondary,detailed,Southern,27.0
2019,25 - 29 years,Both sexes,Primary & Lower Secondary,detailed,Southern,35.6
2019,30 - 34 years,Both sexes,Primary & Lower Secondary,detailed,Southern,50.1
2020,30 - 34 years,Both sexes,Primary & Lower Secondary,detailed,Southern,51.4
2019,35 - 39 years,Both sexes,Primary & Lower Secondary,detailed,Southern,50.3
2020,35 - 39 years,Both sexes,Primary & Lower Secondary,detailed,Southern,51.0
2019,40 - 44 years,Both sexes,Primary & Lower Secondary,detailed,Southern,52.0
2020,40 - 44 years,Both sexes,Primary & Lower Secondary,detailed,Southern,55.3
2023,40 - 44 years,Both sexes,Primary & Lower Secondary,detailed,Southern,62.5
2019,45 - 49 years,Both sexes,Primary & Lower Secondary,detailed,Southern,58.3
2020,45 - 49 years,Both sexes,Primary & Lower Secondary,detailed,Southern,61.2
2021,45 - 49 years,Both sexes,Primary & Lower Secondary,detailed,Southern,55.0
2023,45 - 49 years,Both sexes,Primary & Lower Secondary,detailed,Southern,65.1
2019,50 - 54 years,Both sexes,Primary & Lower Secondary,detailed,Southern,53.4
2020,50 - 54 years,Both sexes,Primary & Lower Secondary,detailed,Southern,55.7
2021,50 - 54 years,Both sexes,Primary & Lower Secondary,detailed,Southern,53.0
2022,50 - 54 years,Both sexes,Primary & Lower Secondary,detailed,Southern,57.9
2023,50 - 54 years,Both sexes,Primary & Lower Secondary,detailed,Southern,49.0
2024,50 - 54 years,Both sexes,Primary & Lower Secondary,detailed,Southern,67.2
2019,55 - 59 years,Both sexes,Primary & Lower Secondary,detailed,Southern,54.0
2020,55 - 59 years,Both sexes,Primary & Lower Secondary,detailed,Southern,50.8
2021,55 - 59 years,Both sexes,Primary & Lower Secondary,detailed,Southern,55.8
2022,55 - 59 years,Both sexes,Primary & Lower Secondary,detailed,Southern,65.0
2023,55 - 59 years,Both sexes,Primary & Lower Secondary,detailed,Southern,66.5
2024,55 - 59 years,Both sexes,Primary & Lower Secondary,detailed,Southern,58.4
2019,60 - 64 years,Both sexes,Primary & Lower Secondary,detailed,Southern,42.2
2020,60 - 64 years,Both sexes,Primary & Lower Secondary,detailed,Southern,38.0
2021,60 - 64 years,Both sexes,Primary & Lower Secondary,detailed,Southern,30.4
2022,60 - 64 years,Both sexes,Primary & Lower Secondary,detailed,Southern,42.6
2023,60 - 64 years,Both sexes,Primary & Lower Secondary,detailed,Southern,59.3
2024,60 - 64 years,Both sexes,Primary & Lower Secondary,detailed,Southern,45.2
2019,All ages,Both sexes,Primary & Lower Secondary,detailed,Southern,49.6
2020,All ages,Both sexes,Primary & Lower Secondary,detailed,Southern,49.0
2021,All ages,Both sexes,Primary & Lower Secondary,detailed,Southern,48.2
2022,All ages,Both sexes,Primary & Lower Secondary,detailed,Southern,51.1
2023,All ages,Both sexes,Primary & Lower Secondary,detailed,Southern,59.5
2024,All ages,Both sexes,Primary & Lower Secondary,detailed,Southern,50.4
2019,20 - 24 years,Both sexes,Tertiary,detailed,Southern,78.6
2020,20 - 24 years,Both sexes,Tertiary,detailed,Southern,71.3
2021,20 - 24 years,Both sexes,Tertiary,detailed,Southern,68.6
2022,20 - 24 years,Both sexes,Tertiary,detailed,Southern,80.7
2023,20 - 24 years,Both sexes,Tertiary,detailed,Southern,74.2
2024,20 - 24 years,Both sexes,Tertiary,detailed,Southern,84.2
2019,25 - 29 years,Both sexes,Tertiary,detailed,Southern,84.4
2020,25 - 29 years,Both sexes,Tertiary,detailed,Southern,82.5
2021,25 - 29 years,Both sexes,Tertiary,detailed,Southern,88.4
2022,25 - 29 years,Both sexes,Tertiary,detailed,Southern,91.8
2023,25 - 29 years,Both sexes,Tertiary,detailed,Southern,89.5
2024,25 - 29 years,Both sexes,Tertiary,detailed,Southern,90.9
2019,30 - 34 years,Both sexes,Tertiary,detailed,Southern,87.4
2020,30 - 34 years,Both sexes,Tertiary,detailed,Southern,88.2
2021,30 - 34 years,Both sexes,Tertiary,detailed,Southern,87.7
2022,30 - 34 years,Both sexes,Tertiary,detailed,Southern,89.4
2023,30 - 34 years,Both sexes,Tertiary,detailed,Southern,86.0
2024,30 - 34 years,Both sexes,Tertiary,detailed,Southern,89.4
2019,35 - 39 years,Both sexes,Tertiary,detailed,Southern,89.0
2020,35 - 39 years,Both sexes,Tertiary,detailed,Southern,86.0
2021,35 - 39 years,Both sexes,Tertiary,detailed,Southern,87.6
2022,35 - 39 years,Both sexes,Tertiary,detailed,Southern,88.1
2023,35 - 39 years,Both sexes,Tertiary,detailed,Southern,95.7
2024,35 - 39 years,Both sexes,Tertiary,detailed,Southern,91.8
2019,40 - 44 years,Both sexes,Tertiary,detailed,Southern,87.7
2020,40 - 44 years,Both sexes,Tertiary,detailed,Southern,83.8
2021,40 - 44 years,Both sexes,Tertiary,detailed,Southern,86.4
2022,40 - 44 years,Both sexes,Tertiary,detailed,Southern,89.8
2023,40 - 44 years,Both sexes,Tertiary,detailed,Southern,88.6
2024,40 - 44 years,Both sexes,Tertiary,detailed,Southern,90.1
2019,45 - 49 years,Both sexes,Tertiary,detailed,Southern,87.9
2020,45 - 49 years,Both sexes,Tertiary,detailed,Southern,88.2
2021,45 - 49 years,Both sexes,Tertiary,detailed,Southern,88.9
2022,45 - 49 years,Both sexes,Tertiary,detailed,Southern,90.2
2023,45 - 49 years,Both sexes,Tertiary,detailed,Southern,85.6
2024,45 - 49 years,Both sexes,Tertiary,detailed,Southern,90.2
2019,50 - 54 years,Both sexes,Tertiary,detailed,Southern,85.9
2020,50 - 54 years,Both sexes,Tertiary,detailed,Southern,87.2
2021,50 - 54 years,Both sexes,Tertiary,detailed,Southern,86.5
2022,50 - 54 years,Both sexes,Tertiary,detailed,Southern,87.3
2023,50 - 54 years,Both sexes,Tertiary,detailed,Southern,90.3
2024,50 - 54 years,Both sexes,Tertiary,detailed,Southern,88.3
2019,55 - 59 years,Both sexes,Tertiary,detailed,Southern,76.1
2020,55 - 59 years,Both sexes,Tertiary,detailed,Southern,77.7
2021,55 - 59 years,Both sexes,Tertiary,detailed,Southern,81.4
2022,55 - 59 years,Both sexes,Tertiary,detailed,Southern,80.9
2023,55 - 59 years,Both sexes,Tertiary,detailed,Southern,82.4
2024,55 - 59 years,Both sexes,Tertiary,detailed,Southern,83.3
2019,60 - 64 years,Both sexes,Tertiary,detailed,Southern,54.3
2020,60 - 64 years,Both sexes,Tertiary,detailed,Southern,56.6
2021,60 - 64 years,Both sexes,Tertiary,detailed,Southern,55.2
2022,60 - 64 years,Both sexes,Tertiary,detailed,Southern,64.7
2023,60 - 64 years,Both sexes,Tertiary,detailed,Southern,64.1
2024,60 - 64 years,Both sexes,Tertiary,detailed,Southern,61.6
2019,All ages,Both sexes,Tertiary,detailed,Southern,83.7
2020,All ages,Both sexes,Tertiary,detailed,Southern,82.5
2021,All ages,Both sexes,Tertiary,detailed,Southern,83.8
2022,All ages,Both sexes,Tertiary,detailed,Southern,86.5
2023,All ages,Both sexes,Tertiary,detailed,Southern,86.1
2024,All ages,Both sexes,Tertiary,detailed,Southern,87.2
2019,20 - 24 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,60.7
2020,20 - 24 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,52.8
2021,20 - 24 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,61.6
2022,20 - 24 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,60.7
2023,20 - 24 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,68.1
2024,20 - 24 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,65.6
2019,25 - 29 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,73.6
2020,25 - 29 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,67.3
2021,25 - 29 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,73.1
2022,25 - 29 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,74.0
2023,25 - 29 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,65.9
2024,25 - 29 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,82.2
2019,30 - 34 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,77.8
2020,30 - 34 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,68.3
2021,30 - 34 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,78.7
2022,30 - 34 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,69.5
2023,30 - 34 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,70.7
2024,30 - 34 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,78.3
2019,35 - 39 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,78.4
2020,35 - 39 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,72.4
2021,35 - 39 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,72.0
2022,35 - 39 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,73.5
2023,35 - 39 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,74.6
2024,35 - 39 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,82.9
2019,40 - 44 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,78.4
2020,40 - 44 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,76.5
2021,40 - 44 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,77.2
2022,40 - 44 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,78.5
2023,40 - 44 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,81.7
2024,40 - 44 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,82.4
2019,45 - 49 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,79.7
2020,45 - 49 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,74.1
2021,45 - 49 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,77.9
2022,45 - 49 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,82.9
2023,45 - 49 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,81.9
2024,45 - 49 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,82.9
2019,50 - 54 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,74.1
2020,50 - 54 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,71.3
2021,50 - 54 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,71.7
2022,50 - 54 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,78.6
2023,50 - 54 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,79.3
2024,50 - 54 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,77.5
2019,55 - 59 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,68.6
2020,55 - 59 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,65.6
2021,55 - 59 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,66.0
2022,55 - 59 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,72.8
2023,55 - 59 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,71.1
2024,55 - 59 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,76.8
2019,60 - 64 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,55.7
2020,60 - 64 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,56.2
2021,60 - 64 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,54.4
2022,60 - 64 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,60.4
2023,60 - 64 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,62.3
2024,60 - 64 years,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,58.9
2019,All ages,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,71.7
2020,All ages,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,66.6
2021,All ages,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,69.9
2022,All ages,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,71.8
2023,All ages,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,72.6
2024,All ages,Both sexes,Upper Secondary & Post-secondary,detailed,Southern,75.4
2019,20 - 24 years,Female,All Levels,all,Southern,61.9
2020,20 - 24 years,Female,All Levels,all,Southern,59.6
2021,20 - 24 years,Female,All Levels,all,Southern,61.5
2022,20 - 24 years,Female,All Levels,all,Southern,65.6
2023,20 - 24 years,Female,All Levels,all,Southern,69.2
2024,20 - 24 years,Female,All Levels,all,Southern,70.5
2019,25 - 29 years,Female,All Levels,all,Southern,73.8
2020,25 - 29 years,Female,All Levels,all,Southern,69.9
2021,25 - 29 years,Female,All Levels,all,Southern,71.4
2022,25 - 29 years,Female,All Levels,all,Southern,80.6
2023,25 - 29 years,Female,All Levels,all,Southern,81.9
2024,25 - 29 years,Female,All Levels,all,Southern,83.7
2019,30 - 34 years,Female,All Levels,all,Southern,74.1
2020,30 - 34 years,Female,All Levels,all,Southern,69.3
2021,30 - 34 years,Female,All Levels,all,Southern,78.8
2022,30 - 34 years,Female,All Levels,all,Southern,72.4
2023,30 - 34 years,Female,All Levels,all,Southern,72.9
2024,30 - 34 years,Female,All Levels,all,Southern,77.8
2019,35 - 39 years,Female,All Levels,all,Southern,72.8
2020,35 - 39 years,Female,All Levels,all,Southern,69.8
2021,35 - 39 years,Female,All Levels,all,Southern,72.5
2022,35 - 39 years,Female,All Levels,all,Southern,72.4
2023,35 - 39 years,Female,All Levels,all,Southern,82.0
2024,35 - 39 years,Female,All Levels,all,Southern,78.4
2019,40 - 44 years,Female,All Levels,all,Southern,72.7
2020,40 - 44 years,Female,All Levels,all,Southern,69.0
2021,40 - 44 years,Female,All Levels,all,Southern,75.8
2022,40 - 44 years,Female,All Levels,all,Southern,77.3
2023,40 - 44 years,Female,All Levels,all,Southern,79.3
2024,40 - 44 years,Female,All Levels,all,Southern,79.4
2019,45 - 49 years,Female,All Levels,all,Southern,72.8
2020,45 - 49 years,Female,All Levels,all,Southern,70.7
2021,45 - 49 years,Female,All Levels,all,Southern,75.3
2022,45 - 49 years,Female,All Levels,all,Southern,79.9
2023,45 - 49 years,Female,All Levels,all,Southern,75.3
2024,45 - 49 years,Female,All Levels,all,Southern,82.1
2019,50 - 54 years,Female,All Levels,all,Southern,64.7
2020,50 - 54 years,Female,All Levels,all,Southern,67.4
2021,50 - 54 years,Female,All Levels,all,Southern,67.9
2022,50 - 54 years,Female,All Levels,all,Southern,69.7
2023,50 - 54 years,Female,All Levels,all,Southern,78.1
2024,50 - 54 years,Female,All Levels,all,Southern,73.0
2019,55 - 59 years,Female,All Levels,all,Southern,58.5
2020,55 - 59 years,Female,All Levels,all,Southern,58.4
2021,55 - 59 years,Female,All Levels,all,Southern,60.2
2022,55 - 59 years,Female,All Levels,all,Southern,69.4
2023,55 - 59 years,Female,All Levels,all,Southern,65.7
2024,55 - 59 years,Female,All Levels,all,Southern,70.5
2019,60 - 64 years,Female,All Levels,all,Southern,40.7
2020,60 - 64 years,Female,All Levels,all,Southern,42.0
2021,60 - 64 years,Female,All Levels,all,Southern,39.7
2022,60 - 64 years,Female,All Levels,all,Southern,49.3
2023,60 - 64 years,Female,All Levels,all,Southern,51.4
2024,60 - 64 years,Female,All Levels,all,Southern,49.9
2019,All ages,Female,All Levels,all,Southern,66.5
2020,All ages,Female,All Levels,all,Southern,64.6
2021,All ages,Female,All Levels,all,Southern,67.7
2022,All ages,Female,All Levels,all,Southern,71.2
2023,All ages,Female,All Levels,all,Southern,73.3
2024,All ages,Female,All Levels,all,Southern,74.3
2019,35 - 39 years,Female,Primary & Lower Secondary,detailed,Southern,27.5
2020,35 - 39 years,Female,Primary & Lower Secondary,detailed,Southern,37.4
2019,40 - 44 years,Female,Primary & Lower Secondary,detailed,Southern,31.5
2020,40 - 44 years,Female,Primary & Lower Secondary,detailed,Southern,33.6
2019,45 - 49 years,Female,Primary & Lower Secondary,detailed,Southern,45.2
2020,45 - 49 years,Female,Primary & Lower Secondary,detailed,Southern,41.9
2019,50 - 54 years,Female,Primary & Lower Secondary,detailed,Southern,32.0
2020,50 - 54 years,Female,Primary & Lower Secondary,detailed,Southern,30.9
2019,55 - 59 years,Female,Primary & Lower Secondary,detailed,Southern,40.4
2020,55 - 59 years,Female,Primary & Lower Secondary,detailed,Southern,34.5
2019,60 - 64 years,Female,Primary & Lower Secondary,detailed,Southern,28.6
2020,60 - 64 years,Female,Primary & Lower Secondary,detailed,Southern,24.3
2019,All ages,Female,Primary & Lower Secondary,detailed,Southern,33.9
2020,All ages,Female,Primary & Lower Secondary,detailed,Southern,32.3
2021,All ages,Female,Primary & Lower Secondary,detailed,Southern,28.5
2022,All ages,Female,Primary & Lower Secondary,detailed,Southern,35.2
2023,All ages,Female,Primary & Lower Secondary,detailed,Southern,40.4
2024,All ages,Female,Primary & Lower Secondary,detailed,Southern,35.7
2019,20 - 24 years,Female,Tertiary,detailed,Southern,78.3
2020,20 - 24 years,Female,Tertiary,detailed,Southern,72.8
2021,20 - 24 years,Female,Tertiary,detailed,Southern,72.2
2022,20 - 24 years,Female,Tertiary,detailed,Southern,78.5
2023,20 - 24 years,Female,Tertiary,detailed,Southern,71.5
2024,20 - 24 years,Female,Tertiary,detailed,Southern,86.8
2019,25 - 29 years,Female,Tertiary,detailed,Southern,83.5
2020,25 - 29 years,Female,Tertiary,detailed,Southern,78.7
2021,25 - 29 years,Female,Tertiary,detailed,Southern,82.0
2022,25 - 29 years,Female,Tertiary,detailed,Southern,90.6
2023,25 - 29 years,Female,Tertiary,detailed,Southern,93.9
2024,25 - 29 years,Female,Tertiary,detailed,Southern,89.9
2019,30 - 34 years,Female,Tertiary,detailed,Southern,84.3
2020,30 - 34 years,Female,Tertiary,detailed,Southern,85.1
2021,30 - 34 years,Female,Tertiary,detailed,Southern,84.8
2022,30 - 34 years,Female,Tertiary,detailed,Southern,86.1
2023,30 - 34 years,Female,Tertiary,detailed,Southern,81.9
2024,30 - 34 years,Female,Tertiary,detailed,Southern,83.0
2019,35 - 39 years,Female,Tertiary,detailed,Southern,85.3
2020,35 - 39 years,Female,Tertiary,detailed,Southern,81.9
2021,35 - 39 years,Female,Tertiary,detailed,Southern,83.2
2022,35 - 39 years,Female,Tertiary,detailed,Southern,83.2
2023,35 - 39 years,Female,Tertiary,detailed,Southern,93.5
2024,35 - 39 years,Female,Tertiary,detailed,Southern,86.6
2019,40 - 44 years,Female,Tertiary,detailed,Southern,83.5
2020,40 - 44 years,Female,Tertiary,detailed,Southern,78.5
2021,40 - 44 years,Female,Tertiary,detailed,Southern,85.3
2022,40 - 44 years,Female,Tertiary,detailed,Southern,85.2
2023,40 - 44 years,Female,Tertiary,detailed,Southern,84.5
2024,40 - 44 years,Female,Tertiary,detailed,Southern,88.5
2019,45 - 49 years,Female,Tertiary,detailed,Southern,83.4
2020,45 - 49 years,Female,Tertiary,detailed,Southern,83.2
2021,45 - 49 years,Female,Tertiary,detailed,Southern,84.6
2022,45 - 49 years,Female,Tertiary,detailed,Southern,90.1
2023,45 - 49 years,Female,Tertiary,detailed,Southern,78.7
2024,45 - 49 years,Female,Tertiary,detailed,Southern,90.4
2019,50 - 54 years,Female,Tertiary,detailed,Southern,80.9
2020,50 - 54 years,Female,Tertiary,detailed,Southern,84.4
2021,50 - 54 years,Female,Tertiary,detailed,Southern,81.2
2022,50 - 54 years,Female,Tertiary,detailed,Southern,81.4
2023,50 - 54 years,Female,Tertiary,detailed,Southern,84.7
2024,50 - 54 years,Female,Tertiary,detailed,Southern,83.2
2019,55 - 59 years,Female,Tertiary,detailed,Southern,73.4
2020,55 - 59 years,Female,Tertiary,detailed,Southern,74.9
2021,55 - 59 years,Female,Tertiary,detailed,Southern,77.8
2022,55 - 59 years,Female,Tertiary,detailed,Southern,79.6
2023,55 - 59 years,Female,Tertiary,detailed,Southern,73.7
2024,55 - 59 years,Female,Tertiary,detailed,Southern,80.8
2019,60 - 64 years,Female,Tertiary,detailed,Southern,49.2
2020,60 - 64 years,Female,Tertiary,detailed,Southern,52.1
2021,60 - 64 years,Female,Tertiary,detailed,Southern,49.6
2022,60 - 64 years,Female,Tertiary,detailed,Southern,62.4
2023,60 - 64 years,Female,Tertiary,detailed,Southern,66.6
2024,60 - 64 years,Female,Tertiary,detailed,Southern,56.3
2019,All ages,Female,Tertiary,detailed,Southern,80.4
2020,All ages,Female,Tertiary,detailed,Southern,78.8
2021,All ages,Female,Tertiary,detailed,Southern,80.2
2022,All ages,Female,Tertiary,detailed,Southern,83.5
2023,All ages,Female,Tertiary,detailed,Southern,82.6
2024,All ages,Female,Tertiary,detailed,Southern,84.5
2019,20 - 24 years,Female,Upper Secondary & Post-secondary,detailed,Southern,58.8
2020,20 - 24 years,Female,Upper Secondary & Post-secondary,detailed,Southern,54.8
2021,20 - 24 years,Female,Upper Secondary & Post-secondary,detailed,Southern,57.1
2022,20 - 24 years,Female,Upper Secondary & Post-secondary,detailed,Southern,60.3
2023,20 - 24 years,Female,Upper Secondary & Post-secondary,detailed,Southern,72.5
2024,20 - 24 years,Female,Upper Secondary & Post-secondary,detailed,Southern,62.2
2019,25 - 29 years,Female,Upper Secondary & Post-secondary,detailed,Southern,66.3
2020,25 - 29 years,Female,Upper Secondary & Post-secondary,detailed,Southern,61.1
2019,30 - 34 years,Female,Upper Secondary & Post-secondary,detailed,Southern,65.1
2020,30 - 34 years,Female,Upper Secondary & Post-secondary,detailed,Southern,50.4
2023,30 - 34 years,Female,Upper Secondary & Post-secondary,detailed,Southern,55.8
2019,35 - 39 years,Female,Upper Secondary & Post-secondary,detailed,Southern,65.2
2020,35 - 39 years,Female,Upper Secondary & Post-secondary,detailed,Southern,56.7
2021,35 - 39 years,Female,Upper Secondary & Post-secondary,detailed,Southern,62.4
2022,35 - 39 years,Female,Upper Secondary & Post-secondary,detailed,Southern,59.0
2023,35 - 39 years,Female,Upper Secondary & Post-secondary,detailed,Southern,61.8
2024,35 - 39 years,Female,Upper Secondary & Post-secondary,detailed,Southern,72.6
2019,40 - 44 years,Female,Upper Secondary & Post-secondary,detailed,Southern,64.4
2020,40 - 44 years,Female,Upper Secondary & Post-secondary,detailed,Southern,61.1
2021,40 - 44 years,Female,Upper Secondary & Post-secondary,detailed,Southern,61.8
2022,40 - 44 years,Female,Upper Secondary & Post-secondary,detailed,Southern,67.5
2023,40 - 44 years,Female,Upper Secondary & Post-secondary,detailed,Southern,72.8
2024,40 - 44 years,Female,Upper Secondary & Post-secondary,detailed,Southern,68.0
2019,45 - 49 years,Female,Upper Secondary & Post-secondary,detailed,Southern,70.6
2020,45 - 49 years,Female,Upper Secondary & Post-secondary,detailed,Southern,61.3
2021,45 - 49 years,Female,Upper Secondary & Post-secondary,detailed,Southern,67.8
2022,45 - 49 years,Female,Upper Secondary & Post-secondary,detailed,Southern,77.1
2023,45 - 49 years,Female,Upper Secondary & Post-secondary,detailed,Southern,74.4
